"","stockid","stocklong","year","UdivUmsypref","tac_year"
"720","SWORDNATL","Swordfish Northern Atlantic",1955,0.103360236585706,0
"721","SWORDNATL","Swordfish Northern Atlantic",1956,0.0983058027707742,0
"722","SWORDNATL","Swordfish Northern Atlantic",1957,0.134057366231303,0
"723","SWORDNATL","Swordfish Northern Atlantic",1958,0.145106937777438,0
"724","SWORDNATL","Swordfish Northern Atlantic",1959,0.182834546021258,0
"725","SWORDNATL","Swordfish Northern Atlantic",1960,0.110477959223786,0
"726","SWORDNATL","Swordfish Northern Atlantic",1961,0.127138043198311,0
"727","SWORDNATL","Swordfish Northern Atlantic",1962,0.151792533474586,0
"728","SWORDNATL","Swordfish Northern Atlantic",1963,0.294938909586692,0
"729","SWORDNATL","Swordfish Northern Atlantic",1964,0.3503288535364,0
"730","SWORDNATL","Swordfish Northern Atlantic",1965,0.286138352554741,0
"731","SWORDNATL","Swordfish Northern Atlantic",1966,0.322057330264779,0
"732","SWORDNATL","Swordfish Northern Atlantic",1967,0.32554672726655,0
"733","SWORDNATL","Swordfish Northern Atlantic",1968,0.336873173375371,0
"734","SWORDNATL","Swordfish Northern Atlantic",1969,0.343231331772833,0
"735","SWORDNATL","Swordfish Northern Atlantic",1970,0.353428858627461,0
"736","SWORDNATL","Swordfish Northern Atlantic",1971,0.1850051818156,0
"737","SWORDNATL","Swordfish Northern Atlantic",1972,0.159507313864545,0
"738","SWORDNATL","Swordfish Northern Atlantic",1973,0.200215811345422,0
"739","SWORDNATL","Swordfish Northern Atlantic",1974,0.203500615682502,0
"740","SWORDNATL","Swordfish Northern Atlantic",1975,0.281912039517828,0
"741","SWORDNATL","Swordfish Northern Atlantic",1976,0.209876927773032,0
"742","SWORDNATL","Swordfish Northern Atlantic",1977,0.19876519085504,0
"743","SWORDNATL","Swordfish Northern Atlantic",1978,0.378856621042683,0
"744","SWORDNATL","Swordfish Northern Atlantic",1979,0.393598386478126,0
"745","SWORDNATL","Swordfish Northern Atlantic",1980,0.468152666222312,0
"746","SWORDNATL","Swordfish Northern Atlantic",1981,0.398888361641385,0
"747","SWORDNATL","Swordfish Northern Atlantic",1982,0.489351310095221,0
"748","SWORDNATL","Swordfish Northern Atlantic",1983,0.568288300160854,0
"749","SWORDNATL","Swordfish Northern Atlantic",1984,0.51306910274802,0
"750","SWORDNATL","Swordfish Northern Atlantic",1985,0.594381648977844,0
"751","SWORDNATL","Swordfish Northern Atlantic",1986,0.823707867623456,0
"752","SWORDNATL","Swordfish Northern Atlantic",1987,0.971941088897612,0
"753","SWORDNATL","Swordfish Northern Atlantic",1988,1.01011090550539,0
"754","SWORDNATL","Swordfish Northern Atlantic",1989,0.940737224163997,0
"755","SWORDNATL","Swordfish Northern Atlantic",1990,0.887102774842253,0
"756","SWORDNATL","Swordfish Northern Atlantic",1991,0.862202928698104,0
"757","SWORDNATL","Swordfish Northern Atlantic",1992,0.922896319870291,0
"758","SWORDNATL","Swordfish Northern Atlantic",1993,1.07587340320686,0
"759","SWORDNATL","Swordfish Northern Atlantic",1994,1.04640972672342,0
"760","SWORDNATL","Swordfish Northern Atlantic",1995,1.21419292769586,0
"761","SWORDNATL","Swordfish Northern Atlantic",1996,1.15220125768264,0
"762","SWORDNATL","Swordfish Northern Atlantic",1997,0.999120216691722,1
"763","SWORDNATL","Swordfish Northern Atlantic",1998,0.91280159077418,1
"764","SWORDNATL","Swordfish Northern Atlantic",1999,0.857889584106774,1
"765","SWORDNATL","Swordfish Northern Atlantic",2000,0.830833271561085,1
"766","SWORDNATL","Swordfish Northern Atlantic",2001,0.696726791008568,1
"767","SWORDNATL","Swordfish Northern Atlantic",2002,0.647304584742186,1
"768","SWORDNATL","Swordfish Northern Atlantic",2003,0.750369449633858,1
"769","SWORDNATL","Swordfish Northern Atlantic",2004,0.786822911189002,1
"770","SWORDNATL","Swordfish Northern Atlantic",2005,0.815284273205059,1
"771","SWORDNATL","Swordfish Northern Atlantic",2006,0.73770087173677,1
"772","SWORDNATL","Swordfish Northern Atlantic",2007,0.774047148861915,1
"773","SWORDNATL","Swordfish Northern Atlantic",2008,0.66127617420417,1
"774","SWORDNATL","Swordfish Northern Atlantic",2009,0.705714944356802,1
"775","SWORDNATL","Swordfish Northern Atlantic",2010,0.655238912729747,1
"776","SWORDNATL","Swordfish Northern Atlantic",2011,0.712580628717911,1
"777","SWORDNATL","Swordfish Northern Atlantic",2012,0.799447403668128,1
"778","SWORDNPAC","Swordfish North Pacific Ocean",1975,0.5882353,0
"779","SWORDNPAC","Swordfish North Pacific Ocean",1976,0.7058824,0
"780","SWORDNPAC","Swordfish North Pacific Ocean",1977,0.7058824,0
"781","SWORDNPAC","Swordfish North Pacific Ocean",1978,0.8235294,0
"782","SWORDNPAC","Swordfish North Pacific Ocean",1979,0.7647059,0
"783","SWORDNPAC","Swordfish North Pacific Ocean",1980,0.7058824,0
"784","SWORDNPAC","Swordfish North Pacific Ocean",1981,0.7647059,0
"785","SWORDNPAC","Swordfish North Pacific Ocean",1982,0.6470588,0
"786","SWORDNPAC","Swordfish North Pacific Ocean",1983,0.7647059,0
"787","SWORDNPAC","Swordfish North Pacific Ocean",1984,0.7058824,0
"788","SWORDNPAC","Swordfish North Pacific Ocean",1985,0.9411765,0
"789","SWORDNPAC","Swordfish North Pacific Ocean",1986,0.8823529,0
"790","SWORDNPAC","Swordfish North Pacific Ocean",1987,1,0
"791","SWORDNPAC","Swordfish North Pacific Ocean",1988,0.9411765,0
"792","SWORDNPAC","Swordfish North Pacific Ocean",1989,0.8235294,0
"793","SWORDNPAC","Swordfish North Pacific Ocean",1990,0.7647059,0
"794","SWORDNPAC","Swordfish North Pacific Ocean",1991,0.9411765,0
"795","SWORDNPAC","Swordfish North Pacific Ocean",1992,0.8823529,0
"796","SWORDNPAC","Swordfish North Pacific Ocean",1993,1.058824,0
"797","SWORDNPAC","Swordfish North Pacific Ocean",1994,0.8823529,0
"798","SWORDNPAC","Swordfish North Pacific Ocean",1995,0.7647059,0
"799","SWORDNPAC","Swordfish North Pacific Ocean",1996,0.7647059,0
"800","SWORDNPAC","Swordfish North Pacific Ocean",1997,0.8235294,0
"801","SWORDNPAC","Swordfish North Pacific Ocean",1998,0.6470588,0
"802","SWORDNPAC","Swordfish North Pacific Ocean",1999,0.5882353,0
"803","SWORDNPAC","Swordfish North Pacific Ocean",2000,0.8823529,0
"804","SWORDNPAC","Swordfish North Pacific Ocean",2001,0.7058824,0
"805","SWORDNPAC","Swordfish North Pacific Ocean",2002,0.7058824,0
"806","SWORDNPAC","Swordfish North Pacific Ocean",2003,0.7058824,0
"807","SWORDNPAC","Swordfish North Pacific Ocean",2004,0.6470588,0
"808","SWORDNPAC","Swordfish North Pacific Ocean",2005,0.6470588,0
"809","SWORDNPAC","Swordfish North Pacific Ocean",2006,0.7647059,0
"810","SWORDNPAC","Swordfish North Pacific Ocean",2007,0.7647059,0
"811","SWORDNPAC","Swordfish North Pacific Ocean",2008,0.6470588,0
"812","SWORDNPAC","Swordfish North Pacific Ocean",2009,0.6470588,0
"813","SWORDNPAC","Swordfish North Pacific Ocean",2010,0.5882353,0
"814","SWORDNPAC","Swordfish North Pacific Ocean",2011,0.4705882,0
"815","SWORDNPAC","Swordfish North Pacific Ocean",2012,0.5294118,0
"816","SWORDSPAC","Swordfish South Pacific Ocean",1952,0.001565764,0
"817","SWORDSPAC","Swordfish South Pacific Ocean",1953,0.003542681,0
"818","SWORDSPAC","Swordfish South Pacific Ocean",1954,0.022701111,0
"819","SWORDSPAC","Swordfish South Pacific Ocean",1955,0.032387222,0
"820","SWORDSPAC","Swordfish South Pacific Ocean",1956,0.026799722,0
"821","SWORDSPAC","Swordfish South Pacific Ocean",1957,0.020405278,0
"822","SWORDSPAC","Swordfish South Pacific Ocean",1958,0.037210278,0
"823","SWORDSPAC","Swordfish South Pacific Ocean",1959,0.042052778,0
"824","SWORDSPAC","Swordfish South Pacific Ocean",1960,0.029202083,0
"825","SWORDSPAC","Swordfish South Pacific Ocean",1961,0.05021375,0
"826","SWORDSPAC","Swordfish South Pacific Ocean",1962,0.048013472,0
"827","SWORDSPAC","Swordfish South Pacific Ocean",1963,0.067898056,0
"828","SWORDSPAC","Swordfish South Pacific Ocean",1964,0.035481389,0
"829","SWORDSPAC","Swordfish South Pacific Ocean",1965,0.079143194,0
"830","SWORDSPAC","Swordfish South Pacific Ocean",1966,0.093068333,0
"831","SWORDSPAC","Swordfish South Pacific Ocean",1967,0.079946806,0
"832","SWORDSPAC","Swordfish South Pacific Ocean",1968,0.107390694,0
"833","SWORDSPAC","Swordfish South Pacific Ocean",1969,0.098110417,0
"834","SWORDSPAC","Swordfish South Pacific Ocean",1970,0.085090139,0
"835","SWORDSPAC","Swordfish South Pacific Ocean",1971,0.165651944,0
"836","SWORDSPAC","Swordfish South Pacific Ocean",1972,0.149929167,0
"837","SWORDSPAC","Swordfish South Pacific Ocean",1973,0.101710139,0
"838","SWORDSPAC","Swordfish South Pacific Ocean",1974,0.131956111,0
"839","SWORDSPAC","Swordfish South Pacific Ocean",1975,0.086103889,0
"840","SWORDSPAC","Swordfish South Pacific Ocean",1976,0.137997639,0
"841","SWORDSPAC","Swordfish South Pacific Ocean",1977,0.051669306,0
"842","SWORDSPAC","Swordfish South Pacific Ocean",1978,0.05669625,0
"843","SWORDSPAC","Swordfish South Pacific Ocean",1979,0.11241,0
"844","SWORDSPAC","Swordfish South Pacific Ocean",1980,0.125275556,0
"845","SWORDSPAC","Swordfish South Pacific Ocean",1981,0.170227222,0
"846","SWORDSPAC","Swordfish South Pacific Ocean",1982,0.154587222,0
"847","SWORDSPAC","Swordfish South Pacific Ocean",1983,0.102348056,0
"848","SWORDSPAC","Swordfish South Pacific Ocean",1984,0.122017639,0
"849","SWORDSPAC","Swordfish South Pacific Ocean",1985,0.145096528,0
"850","SWORDSPAC","Swordfish South Pacific Ocean",1986,0.148534444,0
"851","SWORDSPAC","Swordfish South Pacific Ocean",1987,0.156472778,0
"852","SWORDSPAC","Swordfish South Pacific Ocean",1988,0.235056944,0
"853","SWORDSPAC","Swordfish South Pacific Ocean",1989,0.188340139,0
"854","SWORDSPAC","Swordfish South Pacific Ocean",1990,0.17726,0
"855","SWORDSPAC","Swordfish South Pacific Ocean",1991,0.151844444,0
"856","SWORDSPAC","Swordfish South Pacific Ocean",1992,0.189472778,0
"857","SWORDSPAC","Swordfish South Pacific Ocean",1993,0.142449028,0
"858","SWORDSPAC","Swordfish South Pacific Ocean",1994,0.201418056,0
"859","SWORDSPAC","Swordfish South Pacific Ocean",1995,0.141313056,0
"860","SWORDSPAC","Swordfish South Pacific Ocean",1996,0.197038889,0
"861","SWORDSPAC","Swordfish South Pacific Ocean",1997,0.2703375,0
"862","SWORDSPAC","Swordfish South Pacific Ocean",1998,0.338831944,0
"863","SWORDSPAC","Swordfish South Pacific Ocean",1999,0.384783333,0
"864","SWORDSPAC","Swordfish South Pacific Ocean",2000,0.410904167,0
"865","SWORDSPAC","Swordfish South Pacific Ocean",2001,0.475994444,0
"866","SWORDSPAC","Swordfish South Pacific Ocean",2002,0.6889125,0
"867","SWORDSPAC","Swordfish South Pacific Ocean",2003,0.646590278,0
"868","SWORDSPAC","Swordfish South Pacific Ocean",2004,0.755452778,0
"869","SWORDSPAC","Swordfish South Pacific Ocean",2005,0.640448611,0
"870","SWORDSPAC","Swordfish South Pacific Ocean",2006,0.846905556,0
"871","SWORDSPAC","Swordfish South Pacific Ocean",2007,0.936919444,0
"872","SWORDSPAC","Swordfish South Pacific Ocean",2008,0.973456944,0
"873","SWORDSPAC","Swordfish South Pacific Ocean",2009,0.887620833,0
"874","SWORDSPAC","Swordfish South Pacific Ocean",2010,0.776618056,0
"875","SWORDSPAC","Swordfish South Pacific Ocean",2011,0.973461111,0
"876","SWORDSPAC","Swordfish South Pacific Ocean",2012,1.016609722,0
"877","WMARLINATL","White marlin Atlantic Ocean",1956,0.00494172858011363,0
"878","WMARLINATL","White marlin Atlantic Ocean",1957,0.0409158001682655,0
"879","WMARLINATL","White marlin Atlantic Ocean",1958,0.0406294140394717,0
"880","WMARLINATL","White marlin Atlantic Ocean",1959,0.0278452021546944,0
"881","WMARLINATL","White marlin Atlantic Ocean",1960,0.0774157151598898,0
"882","WMARLINATL","White marlin Atlantic Ocean",1961,0.208139676383225,0
"883","WMARLINATL","White marlin Atlantic Ocean",1962,0.536298388608857,0
"884","WMARLINATL","White marlin Atlantic Ocean",1963,0.712434745464698,0
"885","WMARLINATL","White marlin Atlantic Ocean",1964,1.12111070242464,0
"886","WMARLINATL","White marlin Atlantic Ocean",1965,1.70064000818031,0
"887","WMARLINATL","White marlin Atlantic Ocean",1966,1.30720859357908,0
"888","WMARLINATL","White marlin Atlantic Ocean",1967,0.536687336548876,0
"889","WMARLINATL","White marlin Atlantic Ocean",1968,0.825679498706999,0
"890","WMARLINATL","White marlin Atlantic Ocean",1969,1.00359312854659,0
"891","WMARLINATL","White marlin Atlantic Ocean",1970,1.07764672156561,0
"892","WMARLINATL","White marlin Atlantic Ocean",1971,1.31575399992629,0
"893","WMARLINATL","White marlin Atlantic Ocean",1972,1.49553751780631,0
"894","WMARLINATL","White marlin Atlantic Ocean",1973,1.40398164420649,0
"895","WMARLINATL","White marlin Atlantic Ocean",1974,1.45955017367281,0
"896","WMARLINATL","White marlin Atlantic Ocean",1975,1.63236044831164,0
"897","WMARLINATL","White marlin Atlantic Ocean",1976,1.92148429722172,0
"898","WMARLINATL","White marlin Atlantic Ocean",1977,1.25280587227597,0
"899","WMARLINATL","White marlin Atlantic Ocean",1978,0.974082675048959,0
"900","WMARLINATL","White marlin Atlantic Ocean",1979,0.948164920206518,0
"901","WMARLINATL","White marlin Atlantic Ocean",1980,0.827802526699127,0
"902","WMARLINATL","White marlin Atlantic Ocean",1981,1.07406098928083,0
"903","WMARLINATL","White marlin Atlantic Ocean",1982,1.0407201758358,0
"904","WMARLINATL","White marlin Atlantic Ocean",1983,1.87410726974889,0
"905","WMARLINATL","White marlin Atlantic Ocean",1984,1.2468760548532,0
"906","WMARLINATL","White marlin Atlantic Ocean",1985,1.86182335839053,0
"907","WMARLINATL","White marlin Atlantic Ocean",1986,1.76422675529459,0
"908","WMARLINATL","White marlin Atlantic Ocean",1987,1.71027386773336,0
"909","WMARLINATL","White marlin Atlantic Ocean",1988,1.74417042056071,0
"910","WMARLINATL","White marlin Atlantic Ocean",1989,2.70887227180914,0
"911","WMARLINATL","White marlin Atlantic Ocean",1990,2.64736763814999,0
"912","WMARLINATL","White marlin Atlantic Ocean",1991,2.80023492137585,0
"913","WMARLINATL","White marlin Atlantic Ocean",1992,2.44400071644112,0
"914","WMARLINATL","White marlin Atlantic Ocean",1993,2.41749444917765,0
"915","WMARLINATL","White marlin Atlantic Ocean",1994,3.06160406910491,0
"916","WMARLINATL","White marlin Atlantic Ocean",1995,2.49854663130515,0
"917","WMARLINATL","White marlin Atlantic Ocean",1996,2.3641590454496,0
"918","WMARLINATL","White marlin Atlantic Ocean",1997,2.04858645408613,0
"919","WMARLINATL","White marlin Atlantic Ocean",1998,2.72852566179152,0
"920","WMARLINATL","White marlin Atlantic Ocean",1999,2.81728786010738,0
"921","WMARLINATL","White marlin Atlantic Ocean",2000,2.65891555273296,0
"922","WMARLINATL","White marlin Atlantic Ocean",2001,2.03020807231596,0
"923","WMARLINATL","White marlin Atlantic Ocean",2002,1.71134834535595,0
"924","WMARLINATL","White marlin Atlantic Ocean",2003,1.54187398190677,0
"925","WMARLINATL","White marlin Atlantic Ocean",2004,1.31905545502377,0
"926","WMARLINATL","White marlin Atlantic Ocean",2005,1.15837674598556,0
"927","WMARLINATL","White marlin Atlantic Ocean",2006,0.954792199695835,0
"928","WMARLINATL","White marlin Atlantic Ocean",2007,1.27084913126279,0
"929","WMARLINATL","White marlin Atlantic Ocean",2008,1.23533805866896,0
"930","WMARLINATL","White marlin Atlantic Ocean",2009,1.26129070217623,0
"931","WMARLINATL","White marlin Atlantic Ocean",2010,0.778138979150535,0
"932","WMARLINATL","White marlin Atlantic Ocean",2011,0.740521155840238,0
"933","WMARLINATL","White marlin Atlantic Ocean",2012,0.620351465787337,0
"934","YFINATL","Yellowfin tuna Atlantic Ocean",1950,0.003773305,0
"935","YFINATL","Yellowfin tuna Atlantic Ocean",1951,0.00416662,0
"936","YFINATL","Yellowfin tuna Atlantic Ocean",1952,0.008661255,0
"937","YFINATL","Yellowfin tuna Atlantic Ocean",1953,0.011371659,0
"938","YFINATL","Yellowfin tuna Atlantic Ocean",1954,0.01079203,0
"939","YFINATL","Yellowfin tuna Atlantic Ocean",1955,0.013621736,0
"940","YFINATL","Yellowfin tuna Atlantic Ocean",1956,0.020133186,0
"941","YFINATL","Yellowfin tuna Atlantic Ocean",1957,0.06067725,0
"942","YFINATL","Yellowfin tuna Atlantic Ocean",1958,0.094936874,0
"943","YFINATL","Yellowfin tuna Atlantic Ocean",1959,0.111035022,0
"944","YFINATL","Yellowfin tuna Atlantic Ocean",1960,0.149326427,0
"945","YFINATL","Yellowfin tuna Atlantic Ocean",1961,0.132102446,0
"946","YFINATL","Yellowfin tuna Atlantic Ocean",1962,0.133779641,0
"947","YFINATL","Yellowfin tuna Atlantic Ocean",1963,0.167564316,0
"948","YFINATL","Yellowfin tuna Atlantic Ocean",1964,0.196834014,0
"949","YFINATL","Yellowfin tuna Atlantic Ocean",1965,0.194489537,0
"950","YFINATL","Yellowfin tuna Atlantic Ocean",1966,0.175634591,0
"951","YFINATL","Yellowfin tuna Atlantic Ocean",1967,0.191108572,0
"952","YFINATL","Yellowfin tuna Atlantic Ocean",1968,0.265487461,0
"953","YFINATL","Yellowfin tuna Atlantic Ocean",1969,0.280994456,0
"954","YFINATL","Yellowfin tuna Atlantic Ocean",1970,0.203537348,0
"955","YFINATL","Yellowfin tuna Atlantic Ocean",1971,0.178194184,0
"956","YFINATL","Yellowfin tuna Atlantic Ocean",1972,0.203363858,0
"957","YFINATL","Yellowfin tuna Atlantic Ocean",1973,0.192727221,0
"958","YFINATL","Yellowfin tuna Atlantic Ocean",1974,0.219592565,0
"959","YFINATL","Yellowfin tuna Atlantic Ocean",1975,0.244104642,0
"960","YFINATL","Yellowfin tuna Atlantic Ocean",1976,0.271915236,0
"961","YFINATL","Yellowfin tuna Atlantic Ocean",1977,0.304635208,0
"962","YFINATL","Yellowfin tuna Atlantic Ocean",1978,0.344679922,0
"963","YFINATL","Yellowfin tuna Atlantic Ocean",1979,0.386612692,0
"964","YFINATL","Yellowfin tuna Atlantic Ocean",1980,0.427547314,0
"965","YFINATL","Yellowfin tuna Atlantic Ocean",1981,0.542644289,0
"966","YFINATL","Yellowfin tuna Atlantic Ocean",1982,0.631416775,0
"967","YFINATL","Yellowfin tuna Atlantic Ocean",1983,0.664636368,0
"968","YFINATL","Yellowfin tuna Atlantic Ocean",1984,0.456326578,0
"969","YFINATL","Yellowfin tuna Atlantic Ocean",1985,0.561429976,0
"970","YFINATL","Yellowfin tuna Atlantic Ocean",1986,0.456929874,0
"971","YFINATL","Yellowfin tuna Atlantic Ocean",1987,0.445341994,0
"972","YFINATL","Yellowfin tuna Atlantic Ocean",1988,0.4908586,0
"973","YFINATL","Yellowfin tuna Atlantic Ocean",1989,0.568671216,0
"974","YFINATL","Yellowfin tuna Atlantic Ocean",1990,0.711212163,0
"975","YFINATL","Yellowfin tuna Atlantic Ocean",1991,0.663150155,0
"976","YFINATL","Yellowfin tuna Atlantic Ocean",1992,0.668555965,0
"977","YFINATL","Yellowfin tuna Atlantic Ocean",1993,0.714445569,0
"978","YFINATL","Yellowfin tuna Atlantic Ocean",1994,0.73137563,0
"979","YFINATL","Yellowfin tuna Atlantic Ocean",1995,0.674927894,0
"980","YFINATL","Yellowfin tuna Atlantic Ocean",1996,0.557969768,0
"981","YFINATL","Yellowfin tuna Atlantic Ocean",1997,0.539270906,0
"982","YFINATL","Yellowfin tuna Atlantic Ocean",1998,0.55318882,0
"983","YFINATL","Yellowfin tuna Atlantic Ocean",1999,0.518316451,0
"984","YFINATL","Yellowfin tuna Atlantic Ocean",2000,0.455696002,0
"985","YFINATL","Yellowfin tuna Atlantic Ocean",2001,0.499525551,0
"986","YFINATL","Yellowfin tuna Atlantic Ocean",2002,0.439213002,0
"987","YFINATL","Yellowfin tuna Atlantic Ocean",2003,0.479040008,0
"988","YFINATL","Yellowfin tuna Atlantic Ocean",2004,0.484828331,0
"989","YFINATL","Yellowfin tuna Atlantic Ocean",2005,0.432895096,0
"990","YFINATL","Yellowfin tuna Atlantic Ocean",2006,0.444072924,0
"991","YFINATL","Yellowfin tuna Atlantic Ocean",2007,0.440360391,0
"992","YFINATL","Yellowfin tuna Atlantic Ocean",2008,0.517883895,0
"993","YFINATL","Yellowfin tuna Atlantic Ocean",2009,0.551856883,0
"994","YFINATL","Yellowfin tuna Atlantic Ocean",2010,0.604260643,0
"995","YFINATL","Yellowfin tuna Atlantic Ocean",2011,0.597379012,0
"996","YFINATL","Yellowfin tuna Atlantic Ocean",2012,0.623713466,0
"997","YFINEPAC","Yellowfin tuna Eastern Pacific",1975,0.798,0
"998","YFINEPAC","Yellowfin tuna Eastern Pacific",1976,0.779,0
"999","YFINEPAC","Yellowfin tuna Eastern Pacific",1977,0.562,0
"1000","YFINEPAC","Yellowfin tuna Eastern Pacific",1978,0.766,0
"1001","YFINEPAC","Yellowfin tuna Eastern Pacific",1979,0.988,0
"1002","YFINEPAC","Yellowfin tuna Eastern Pacific",1980,1.002,0
"1003","YFINEPAC","Yellowfin tuna Eastern Pacific",1981,0.817,0
"1004","YFINEPAC","Yellowfin tuna Eastern Pacific",1982,0.848,0
"1005","YFINEPAC","Yellowfin tuna Eastern Pacific",1983,0.462,0
"1006","YFINEPAC","Yellowfin tuna Eastern Pacific",1984,0.371,0
"1007","YFINEPAC","Yellowfin tuna Eastern Pacific",1985,0.464,0
"1008","YFINEPAC","Yellowfin tuna Eastern Pacific",1986,0.675,0
"1009","YFINEPAC","Yellowfin tuna Eastern Pacific",1987,0.703,0
"1010","YFINEPAC","Yellowfin tuna Eastern Pacific",1988,0.665,0
"1011","YFINEPAC","Yellowfin tuna Eastern Pacific",1989,0.7,0
"1012","YFINEPAC","Yellowfin tuna Eastern Pacific",1990,0.788,0
"1013","YFINEPAC","Yellowfin tuna Eastern Pacific",1991,0.739,0
"1014","YFINEPAC","Yellowfin tuna Eastern Pacific",1992,0.682,0
"1015","YFINEPAC","Yellowfin tuna Eastern Pacific",1993,0.502,0
"1016","YFINEPAC","Yellowfin tuna Eastern Pacific",1994,0.74,0
"1017","YFINEPAC","Yellowfin tuna Eastern Pacific",1995,0.691,0
"1018","YFINEPAC","Yellowfin tuna Eastern Pacific",1996,0.607,0
"1019","YFINEPAC","Yellowfin tuna Eastern Pacific",1997,0.871,0
"1020","YFINEPAC","Yellowfin tuna Eastern Pacific",1998,0.672,0
"1021","YFINEPAC","Yellowfin tuna Eastern Pacific",1999,0.655,0
"1022","YFINEPAC","Yellowfin tuna Eastern Pacific",2000,0.614,0
"1023","YFINEPAC","Yellowfin tuna Eastern Pacific",2001,0.823,0
"1024","YFINEPAC","Yellowfin tuna Eastern Pacific",2002,0.955,0
"1025","YFINEPAC","Yellowfin tuna Eastern Pacific",2003,1.39,0
"1026","YFINEPAC","Yellowfin tuna Eastern Pacific",2004,1.361,0
"1027","YFINEPAC","Yellowfin tuna Eastern Pacific",2005,1.435,0
"1028","YFINEPAC","Yellowfin tuna Eastern Pacific",2006,1.056,0
"1029","YFINEPAC","Yellowfin tuna Eastern Pacific",2007,0.724,0
"1030","YFINEPAC","Yellowfin tuna Eastern Pacific",2008,0.693,0
"1031","YFINEPAC","Yellowfin tuna Eastern Pacific",2009,0.685,0
"1032","YFINEPAC","Yellowfin tuna Eastern Pacific",2010,0.711,0
"1033","YFINEPAC","Yellowfin tuna Eastern Pacific",2011,1.022,0
"1034","YFINEPAC","Yellowfin tuna Eastern Pacific",2012,0.846,0
"1035","ALBAIO",NA,1950,0.000222,0
"1036","ALBAIO",NA,1951,6e-04,0
"1037","ALBAIO",NA,1952,0.0011,0
"1038","ALBAIO",NA,1953,0.0089,0
"1039","ALBAIO",NA,1954,0.0228,0
"1040","ALBAIO",NA,1955,0.0267,0
"1041","ALBAIO",NA,1956,0.0437,0
"1042","ALBAIO",NA,1957,0.042,0
"1043","ALBAIO",NA,1958,0.0643,0
"1044","ALBAIO",NA,1959,0.112,0
"1045","ALBAIO",NA,1960,0.128,0
"1046","ALBAIO",NA,1961,0.17,0
"1047","ALBAIO",NA,1962,0.229,0
"1048","ALBAIO",NA,1963,0.169,0
"1049","ALBAIO",NA,1964,0.24,0
"1050","ALBAIO",NA,1965,0.154,0
"1051","ALBAIO",NA,1966,0.192,0
"1052","ALBAIO",NA,1967,0.278,0
"1053","ALBAIO",NA,1968,0.251,0
"1054","ALBAIO",NA,1969,0.284,0
"1055","ALBAIO",NA,1970,0.182,0
"1056","ALBAIO",NA,1971,0.166,0
"1057","ALBAIO",NA,1972,0.165,0
"1058","ALBAIO",NA,1973,0.31,0
"1059","ALBAIO",NA,1974,0.402,0
"1060","ALBAIO",NA,1975,0.146,0
"1061","ALBAIO",NA,1976,0.233,0
"1062","ALBAIO",NA,1977,0.171,0
"1063","ALBAIO",NA,1978,0.243,0
"1064","ALBAIO",NA,1979,0.251,0
"1065","ALBAIO",NA,1980,0.204,0
"1066","ALBAIO",NA,1981,0.227,0
"1067","ALBAIO",NA,1982,0.389,0
"1068","ALBAIO",NA,1983,0.312,0
"1069","ALBAIO",NA,1984,0.227,0
"1070","ALBAIO",NA,1985,0.158,0
"1071","ALBAIO",NA,1986,0.9,0
"1072","ALBAIO",NA,1987,0.818,0
"1073","ALBAIO",NA,1988,0.765,0
"1074","ALBAIO",NA,1989,0.652,0
"1075","ALBAIO",NA,1990,1.44,0
"1076","ALBAIO",NA,1991,0.671,0
"1077","ALBAIO",NA,1992,0.565,0
"1078","ALBAIO",NA,1993,0.412,0
"1079","ALBAIO",NA,1994,0.54,0
"1080","ALBAIO",NA,1995,0.527,0
"1081","ALBAIO",NA,1996,0.625,0
"1082","ALBAIO",NA,1997,0.711,0
"1083","ALBAIO",NA,1998,0.917,0
"1084","ALBAIO",NA,1999,0.885,0
"1085","ALBAIO",NA,2000,0.871,0
"1086","ALBAIO",NA,2001,1.11,0
"1087","ALBAIO",NA,2002,0.855,0
"1088","ALBAIO",NA,2003,0.668,0
"1089","ALBAIO",NA,2004,0.641,0
"1090","ALBAIO",NA,2005,0.578,0
"1091","ALBAIO",NA,2006,0.572,0
"1092","ALBAIO",NA,2007,0.671,0
"1093","ALBAIO",NA,2008,0.609,0
"1094","ALBAIO",NA,2009,0.776,0
"1095","ALBAIO",NA,2010,0.71,0
"1096","ALBAIO",NA,2011,0.649,0
"1097","ALBAIO",NA,2012,0.645,0
"1098","ALBAMED",NA,1980,0.064,0
"1099","ALBAMED",NA,1981,0.196,0
"1100","ALBAMED",NA,1982,0.175,0
"1101","ALBAMED",NA,1983,0.178,0
"1102","ALBAMED",NA,1984,0.52,0
"1103","ALBAMED",NA,1985,0.616,0
"1104","ALBAMED",NA,1986,0.53,0
"1105","ALBAMED",NA,1987,0.504,0
"1106","ALBAMED",NA,1988,0.516,0
"1107","ALBAMED",NA,1989,0.512,0
"1108","ALBAMED",NA,1990,0.234,0
"1109","ALBAMED",NA,1991,0.293,0
"1110","ALBAMED",NA,1992,0.282,0
"1111","ALBAMED",NA,1993,0.298,0
"1112","ALBAMED",NA,1994,0.196,0
"1113","ALBAMED",NA,1995,0.24,0
"1114","ALBAMED",NA,1996,0.468,0
"1115","ALBAMED",NA,1997,0.403,0
"1116","ALBAMED",NA,1998,0.401,0
